識別碼,新聞標題,新聞分類,發布日期,新聞前言,新聞連結,來源媒體,來源媒體連結,資料更新時間
news_bf07aa6cbd3aa5bfc6375b418886576f,搖擺州造勢 拜賀首同台,國際新聞,2024-09-03T21:30:00Z,〔編譯周虹汶／綜合報導〕美國總統拜登繼上月十九日在民主黨全國代表大會上正式交棒，由副總統賀錦麗代表民主黨角逐年底白宮寶座後，兩人二日在關鍵搖擺州賓州首度同台造勢。拜登全力為賀錦麗輔選，強調「這次你只有一個人可以理性選擇——那就是賀錦麗」，並承諾「我會在一旁，盡我所能提供協助」，企圖展現民主黨大團結氣…,https://news.ltn.com.tw/news/world/paper/1665284,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/11/2024 12:22:57
news_af7a3badc1b05b7ea83ad05ff51bc441,美檢新版起訴書控意圖推翻大選結果 川普放棄應訊堅不認罪,國際焦點,2024-09-04T02:33:56Z,（中央社華盛頓3日綜合外電報導）根據今天提交的法院文件，美國前總統川普將對修正版起訴書中指控他意圖推翻2020年總統大選結果表示不認罪。,https://www.cna.com.tw/news/aopl/202409040057.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/11/2024 12:22:57
news_edbcfab90dde7c0564a6241b49bed0f8,改善美中關係 北京肖想「季辛吉二號」,國際新聞,2024-10-28T21:30:00Z,〔編譯林家宇／綜合報導〕美國與中國近年在地緣政治、科技、商業和軍事等領域的衝突與競爭加劇，導致兩國關係逐年惡化。隨著美國總統大選逼近，即使民主黨總統候選人賀錦麗與共和黨候選人川普在外交政策細節上存在差異，卻都強調將對中國採取強硬作風。「華盛頓郵報」廿八日報導，中國出現誰能夠成為下一位前美國國務卿季辛…,https://news.ltn.com.tw/news/world/paper/1674302,自由時報,https://news.ltn.com.tw/list/breakingnews/world,11/05/2024 12:22:55
news_2eba9f4812a161067b9a0f12f7afa093,川普辯論「縮了」　賀錦麗趁勢追擊：有種當面對我說,國際新聞,2024-07-31T00:14:00Z,美國共和黨總統參選人川普先前承諾與副總統賀錦麗辯論，近日似乎想食言，質疑兩人辯論的價值，稱「很可能會辯論」，也可「提出充分理由不辯論」。賀錦麗30日在亞特蘭大造勢現場直接對著鏡頭喊話川普，「我真的希望你重新考慮和我在辯論台上面對面，就像那句老話，『如果你有話想說，就當面對我說。』」,https://www.ettoday.net/news/20240731/2787891.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/07/2024 12:17:13
news_e3a22a62f5cc96c5d8e4b50ec4c794ef,川普獨裁言論引恐慌！　二度喊話：投給我就不用再投票了,國際新聞,2024-07-31T00:55:00Z,美國共和黨總統參選人川普上周末發表了驚人言論，在對基督徒拉票時竟然說道「把票投給我，這樣以後你們就不用再投票了。」他29日重複這樣的說法；這種言論引發民主黨與反對者的嚴重疑慮，認為川普若真的當選，將會改變美國體制，使自己能夠一直掌握美國大權。,https://www.ettoday.net/news/20240731/2787903.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/07/2024 12:17:13
news_b0f6221c73340a66a6451d22bbcab7ce,馬斯克幫川普催票　介紹1搖擺州選民可拿1500元獎金,國際新聞,2024-10-08T01:30:00Z,距離美國總統大選不到一個月，力挺共和黨總統候選人川普的企業大亨馬斯克將砸下重金，尋找搖擺州的川普支持者，幫川普催票。推薦一名住在搖擺州的選民簽署一項聲明可獲得47美元獎勵金。,https://www.ettoday.net/news/20241008/2831102.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/15/2024 12:24:06
news_e5a5b96b2a820fbf9020b0d963d20774,川普造勢遇刺 美特勤局：槍響後才驚覺有刺客,國際新聞,2024-07-31T03:54:30Z,"黃邦平／核稿編輯
美國共和黨總統候選人川普13日於造勢活動竟遭槍擊受傷，官方追查究責，美國特勤局（US Secret Service）代理局長羅威（Ronald Rowe）週二強...…",https://news.ltn.com.tw/news/world/breakingnews/4753935,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/07/2024 12:17:13
news_ac9e884647d3e922cd4193e6c651a2fb,川普暗罵林郁婷是男性！　造勢喊「巴黎奧運有2個變性人」,國際新聞,2024-08-18T06:54:00Z,美國共和黨參選人、前總統川普18日重回遭遇槍擊的賓州舉行造勢活動，他在演說中再次暗喻「台灣拳后」林郁婷是男性，並承諾「會將男性趕出女性運動」。,https://www.ettoday.net/news/20240818/2799743.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/25/2024 12:19:59
news_1e807a06e95b2fa6d67b965d54193336,川普有終結俄烏戰爭計畫 賣關子稱勝選才宣布,國際焦點,2024-09-04T01:00:58Z,（中央社華盛頓3日綜合外電報導）美國前總統川普今天指出，他具有「保證」終結烏克蘭致命戰爭的計畫，但只會在贏得11月美國總統大選後才會透露這些計畫。,https://www.cna.com.tw/news/aopl/202409040029.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/11/2024 12:22:57
news_80aa7f99f04409f6a942515a21743ee6,賀錦麗造勢預告再推經濟政策 協助美國小型企業,國際焦點,2024-09-04T02:20:46Z,（中央社華盛頓3日綜合外電報導）美國副總統賀錦麗競選陣營說，賀錦麗明天將推出計畫協助美國小型企業發展。這位民主黨總統候選人準備在與共和黨對手川普進行重要辯論前充實她的經濟政策。,https://www.cna.com.tw/news/aopl/202409040052.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/11/2024 12:22:57
news_2c6f34110538c04d8fcac32c5ce53587,川普狂言：拜登「不知自己還活著」,國際新聞,2024-07-31T05:35:07Z,美國前總統川普（Donald Trump）7月30日接受福斯新聞（Fox News）「英格拉漢姆角度」（The Ingraham Angle）節目專訪時，嚴厲批評現任總統拜登（...…,https://news.ltn.com.tw/news/world/breakingnews/4754244,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/07/2024 12:17:13
news_368e39a40cb60372196e9ddd61ba0832,賀錦麗民調看俏 川普急了開始人身攻擊,國際焦點,2024-08-18T03:07:36Z,（中央社賓州威爾克斯巴里17日綜合外電報導）美國共和黨總統候選人川普今天再對白宮競爭對手賀錦麗做出人身攻擊。民主黨下週將召開全國代表大會之際，最新民調顯示，賀錦麗選情在關鍵搖擺州有重大進展。,https://www.cna.com.tw/news/aopl/202408180031.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/25/2024 12:19:59
news_639e8f70f42353857530a48acbe0b7c2,民主黨大會將登場 芝加哥維安滴水不漏,國際焦點,2024-08-18T05:45:03Z,（中央社芝加哥17日綜合外電報導）美國第3大城芝加哥即將迎接民主黨全國代表大會，安全部門已做好準備來因應各種可能威脅，除了應對潛在暴力抗議活動，也要預防有人為替川普差點遇刺身亡而發動報復性孤狼式攻擊。,https://www.cna.com.tw/news/aopl/202408180072.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/25/2024 12:19:59
news_2ba10769bc16197c1c5ba4a7e1c958e0,歐巴馬政治算計失靈 民主黨內鬥暗潮洶湧,國際新聞,2024-07-27T06:29:46Z,美國2024年總統大選進入關鍵階段，民主黨內部權力鬥暗潮洶湧。英國《每日電訊報》（The Daily Telegraph）26日發表評論文章，指出前總統歐巴馬（Barack O...…,https://news.ltn.com.tw/news/world/breakingnews/4750252,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/03/2024 12:17:33
news_3b564f327f2282c5f53c6ba7fb97fc2e,川普再扯奧運金牌女拳手性別 矢言阻「變性人」參賽,國際焦點,2024-08-18T08:44:43Z,（中央社華盛頓17日綜合外電報導）美國前總統、共和黨總統候選人川普今天再就巴黎奧運性別爭議開砲，他暗指來自台灣和阿爾及利亞的2名金牌女拳手是「變性人」，還揚言將阻止跨性別人士參與女子體育賽事。,https://www.cna.com.tw/news/aopl/202408180120.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/25/2024 12:19:59
news_e0d5d97d5680aef71680cac2789d9a15,日鐵爭取收購美鋼 承諾美鋼逾半董事為美國籍,國際焦點,2024-09-04T05:24:33Z,（中央社東京4日綜合外電報導）日本製鐵（Nippon Steel，簡稱日鐵）今天公布，如果成功收購美國鋼鐵大廠美國鋼鐵公司（U.S. Steel，簡稱美鋼），美鋼逾半的董事將由美國籍的人士擔任。,https://www.cna.com.tw/news/aopl/202409040133.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/11/2024 12:22:57
news_0f988ef484275e7a614adcd489e48ecc,民主黨全代會前 賀錦麗赴賓州造勢爭取藍領選票,國際焦點,2024-08-18T11:24:34Z,（中央社芝加哥18日綜合外電報導）美國副總統、民主黨總統候選人賀錦麗今天在關鍵搖擺州賓州展開巴士之旅，下週還將出席民主黨全代會。與此同時，反對拜登政府在以哈戰爭中支持以色列的示威活動也將登場。,https://www.cna.com.tw/news/aopl/202408180172.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/25/2024 12:19:59
news_274771f1cac3ee72f4a23fae6bcba434,川普國安團隊可能人選：台灣國防支出嚴重不足,國際焦點,2024-07-31T00:29:09Z,（中央社記者鍾佑貞華盛頓30日專電）繼川普任內擔任國安顧問的歐布萊恩呼籲台灣應增加國防支出後，外傳可能進入川普執政團隊的柯伯吉今天受訪解讀川普外交政策時，也提到台灣國防開支占GDP的2.4%，「嚴重不足」。,https://www.cna.com.tw/news/aipl/202407310028.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_fef954b9258cc75deb4f8adb157d747f,馬英九：軍購若像繳保護費 國防預算將成錢坑法案,國際焦點,2024-08-04T11:25:01Z,（中央社記者呂欣憓曼谷4日專電）前總統馬英九今天在曼谷演講表示，備戰有其必要，但高昂軍費對台灣是沉重的負擔，尤其若軍購變成美國總統候選人川普口中繳保護費的輕蔑說法，國防預算等於錢坑法案，會拖垮台灣的財政，只會圖利美國的軍工複合體。,https://www.cna.com.tw/news/aipl/202408040190.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/11/2024 12:17:03
news_9e18ed2380cee427bf682b3b3215f236,美選舉與司法糾結 拜登提改革無力改變最高法院結構,國際焦點,2024-07-30T19:21:29Z,（中央社記者廖漢原紐約30日專電）美國總統拜登在卸任前半年提出最高法院改革建議，獲得將代表民主黨競選總統的副總統賀錦麗支持。美國輿論與法學界對此看法不一，但多認為此建議無法在當前政治形勢下通過，任何選舉結果短期間都改變不了最高法院右傾的結構。,https://www.cna.com.tw/news/aopl/202407310011.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_5b080bfb3e2ce0e348c38c02ffdee477,川普賓州造勢遇刺未遂 特勤局：槍擊後才驚覺有槍手,國際焦點,2024-07-30T20:42:44Z,（中央社華盛頓30日綜合外電報導）美國特勤局代理局長羅威今天表示，在賓州造勢活動當天，前總統川普的維安人員和狙擊小組不知道有槍手躲在附近建築物的屋頂上，直到川普遭槍擊後才驚覺大事不妙。,https://www.cna.com.tw/news/aopl/202407310018.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_77007794e2947668c08af00d52cdd885,川普遲不點頭 下一場美總統選舉辯論沒著落,國際焦點,2024-07-30T23:34:58Z,（中央社記者廖漢原紐約30日專電）美國總統拜登宣布退選後，下一場總統候選人電視辯論安排至今沒著落。由於拜登辯論失敗的教訓過於慘烈，川普陣營對民主黨陣前換將還在調整策略，賀錦麗陣營顯得老神在在，也預期川普可能會退縮。,https://www.cna.com.tw/news/aopl/202407310023.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_201e70f69dfcecfbed413464e8abda13,美國對中國產品加徵新關稅 將延後至少兩週生效,國際焦點,2024-07-31T02:31:51Z,（中央社台北31日電）美國原定於8月1日起對中國銷美的電動車及電池、電腦晶片和醫療產品等一系列商品大幅加徵關稅。但根據路透社報導，美國貿易代表署（USTR）30日表示，新關稅將延後至少兩週生效。,https://www.cna.com.tw/news/aopl/202407310048.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_fe76a11082aa4ce4016881b5857ace9d,請饒舌歌手站台吸非裔票 賀錦麗挺進搖擺州喬治亞州,國際焦點,2024-07-31T02:53:06Z,（中央社亞特蘭大30日綜合外電報導）篤定代表美國民主黨參選總統的賀錦麗今天來到喬治亞州亞特蘭大造勢，請來饒舌歌手梅根尤物爭取年輕非裔選民支持，盼擴大民主黨在搖擺州的版圖。,https://www.cna.com.tw/news/aopl/202407310055.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_63153fcf3a354c7d3238b092308fef4f,賀錦麗對川普下戰帖 喊話要求面對面辯論,國際焦點,2024-07-31T04:42:43Z,（中央社亞特蘭大30日綜合外電報導）美國副總統賀錦麗今天對共和黨籍對手川普發動猛烈攻勢，她在宣布參選總統以來規模最大的造勢活動上表示，白宮寶座角逐戰的勢力正在轉變，要川普與她面對面進行辯論。,https://www.cna.com.tw/news/aopl/202407310131.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/07/2024 12:17:13
news_04d82dd27fd71c0c19847d72986b1126,賀錦麗凍蒜後援會啟動  台裔社群力挺台美共享價值,國際焦點,2024-08-31T14:09:46Z,（中央社記者石秀娟華盛頓31日專電）美國民主黨總統候選人賀錦麗選情看好，在台裔社群也獲得許多支持。一群台美人組成的「凍蒜後援會」日前啟動，與會者從台灣安全、台美共享價值、移民群體的角度，分享挺賀錦麗的理由。,https://www.cna.com.tw/news/aopl/202408310244.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/07/2024 12:21:00
news_f417e6f3ceb2a4941220e01d50315438,高盛：若民主黨總統國會雙贏 對美國經濟幫助最大,國際焦點,2024-09-04T15:19:41Z,（中央社倫敦3日綜合外電報導）據華爾街知名投資銀行高盛（Goldman Sachs）公布的報告，11月美國大選若由民主黨提名的賀錦麗入主白宮，並由民主黨贏得國會多數，會為未來2年美國經濟成長帶來最大助力。,https://www.cna.com.tw/news/aopl/202409040421.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/11/2024 12:22:57
news_9bfc17604c3f3c298d5680c790b1a861,墮胎權組織大膽出擊！民主黨大會期間提供免費服務引爆爭議,國際新聞,2024-08-19T04:06:25Z,在 2024 年美國總統大選的關鍵時刻，美國最大的生殖健康服務組織「美國計劃生育聯合會」（Planned Parenthood Federation of America，簡稱...…,https://news.ltn.com.tw/news/world/breakingnews/4773298,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/26/2024 12:22:29
news_8791e6b11eedf829643796f2cd254681,普丁稱支持賀錦麗入主白宮　俄外長：那只是玩笑啦,國際新聞,2024-09-21T17:43:00Z,俄羅斯外交部長拉夫羅夫接受天空新聞阿拉伯台（Sky News Arabia）訪問時指出，俄國總統普丁先前表示在美國11月總統大選支持民主黨候選人賀錦麗的言論只是開玩笑。,https://www.ettoday.net/news/20240922/2821345.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,09/29/2024 12:21:41
news_bb7addcd1bdf991869dcaa0debaafc89,川普2.0對歐洲更硬 歐美軍事、貿易關係如臨大敵,國際焦點,2024-10-28T23:33:40Z,（中央社記者曾婷瑄巴黎28日專電）美國大選倒數、選情膠著，面對共和黨川普可能的勝選，歐洲領導人如坐針氈。川普2.0將強化孤立主義，即美國優先政策，威脅退出北大西洋軍事結盟，更可能引發貿易戰，歐美關係基調勢必大變。,https://www.cna.com.tw/news/aopl/202410290015.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_321a7cd0a1169924c386a9f0fb047710,看懂移民為何成美國大選魔王級議題 吃狗論謠言背後是邊境危機,國際焦點,2024-10-29T00:19:45Z,（中央社記者鍾佑貞華盛頓29日專電）非法移民是美國講不爛、理還亂的議題，離大選投票日越近論調越偏鋒，甚至出現海地移民吃貓狗說，讓愛寵物的國度爆發論戰，還成了辯論議題，背後原因是美國待砍掉重練的移民體系，以及失控的移民潮。,https://www.cna.com.tw/news/aopl/202410290017.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_3dda406522b1386a4c28a514397ea873,美法等領袖隨扈健身App洩行蹤 恐現維安漏洞,國際焦點,2024-10-29T02:23:49Z,（中央社巴黎28日綜合外電報導）法國媒體調查發現，美國現任總統拜登、兩黨總統候選人川普與賀錦麗和其他世界領袖的高度機密行蹤，都能透過一款他們隨扈使用的健身應用程式（App）輕易在網路上追蹤。,https://www.cna.com.tw/news/aopl/202410290047.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_c452fa598d72ff7056f69a6ec0a361b0,蒲亭：準備與烏克蘭和談 支持賀錦麗入主白宮,國際焦點,2024-09-05T11:41:36Z,（中央社莫斯科5日綜合外電報導）烏克蘭跨境奇襲並持續挺進俄國庫斯克州之際，一度拒絕與烏方談判的俄羅斯總統蒲亭今天表示，已準備與基輔和談。他也表示在11月美國總統大選支持賀錦麗。,https://www.cna.com.tw/news/aopl/202409050362.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/12/2024 12:21:54
news_372c348cff9594dfdeb10fed931faadf,馬斯克為川普催票 介紹1搖擺州選民獲1500元獎金,國際焦點,2024-10-08T00:20:57Z,（中央社記者石秀娟華盛頓7日專電）距離美國總統大選不到一個月，力挺共和黨總統候選人川普的企業大亨馬斯克將砸下重金，尋找搖擺州的川普支持者，幫川普催票。推薦一名住在搖擺州的選民簽署一項聲明可獲得47美元獎勵金。,https://www.cna.com.tw/news/aopl/202410080015.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_fa1a4bd77eafda78201e22e5c8b62a44,選前加薩戰爭滿週年 拜登籲和平賀錦麗種樹祈福,國際焦點,2024-10-08T02:14:03Z,（中央社華盛頓7日綜合外電報導）巴勒斯坦武裝組織哈瑪斯去年10月7日突襲以色列至今滿1年，在中東衝突可能衝擊美國11月大選之際，美國總統拜登以及本屆總統候選人賀錦麗和川普今天各自出席相關紀念活動。,https://www.cna.com.tw/news/aopl/202410080046.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_a392864c4a4ecc597d95dd72fd5a5352,川普婉拒「60分鐘」專訪傳統 賀錦麗受訪挺擁槍,國際焦點,2024-10-08T02:27:10Z,（中央社記者石秀娟華盛頓7日專電）美國老牌新聞節目「60分鐘」今天播出民主黨總統候選人賀錦麗、副總統候選人華茲的個別專訪。賀錦麗談到自己擁有一把克拉克手槍，也在射擊場開過槍。共和黨總統候選人川普先前答應受訪，卻在專訪前一週婉拒。,https://www.cna.com.tw/news/aopl/202410080049.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_b35e0d854cb46072f7d371b7ce1a486d,美情報官員示警 俄、中與伊朗可能煽動質疑選舉,國際焦點,2024-10-08T03:23:08Z,（中央社華盛頓7日綜合外電報導）美國一名高階情報官員今天說，敵對國家正準備在11月5日總統大選投票結束後，針對選舉結果有效性煽動不確定感，預期選舉將出現爭議。,https://www.cna.com.tw/news/aopl/202410080077.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_42af9caca51078592eb3118c93ad57c3,馬斯克稱民主黨恐化非法移民為選民 成一黨獨大,國際焦點,2024-10-08T04:34:37Z,（中央社洛杉磯7日綜合外電報導）力挺共和黨總統候選人川普的大亨馬斯克在今天播出的訪談中說，川普若敗選，這次選舉將是「最後一次選舉」，因為民主黨會設法化非法移民為選民，讓美國淪為一黨獨大的國家。,https://www.cna.com.tw/news/aopl/202410080119.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_28313535330da10641295b6a1e37a73c,川普妄稱移民將「壞基因」帶入美國 白宮駁斥,國際焦點,2024-10-08T05:13:25Z,（中央社華盛頓7日綜合外電報導）美國總統大選共和黨候選人川普今天表示，非法移民正將「壞基因」帶入美國。他先前表示移民污染美國血液，現在的說法更煽動；白宮也迅速譴責川普並以「卑鄙」形容他的言論。,https://www.cna.com.tw/news/aopl/202410080142.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_9f5e8d0dd208b69a411ea10313690830,美國總統大選倒數 重要時程一次看,國際焦點,2024-10-08T06:11:41Z,（中央社華盛頓7日綜合外電報導）美國總統大選將於11月5日登場，由共和黨籍前總統川普與民主黨籍現任副總統賀錦麗（Kamala Harris）對決，以下是從現在到1月就職日期間，與選舉相關的事件時間表。,https://www.cna.com.tw/news/aopl/202410080177.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/15/2024 12:24:06
news_1ec26166be446d885f441529ec5b0654,中國解除日水產禁令 日經：中美對立北京被迫尋亞洲出路,國際焦點,2024-09-22T13:13:04Z,（中央社記者戴雅真東京22日專電）中國從去年開始全面禁止進口日本水產品，日前宣布將逐步恢復進口。日本經濟新聞分析，背後原因是中國面臨日益嚴峻的國際壓力，無論何人當選美國總統，美中對立局面恐依舊，習近平政府不得不被迫往亞洲尋求出路。,https://www.cna.com.tw/news/aopl/202409220233.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/29/2024 12:21:41
news_29e177217e5a90ceac8a7f415fb55bd7,川普賓州造勢遇刺未遂　特勤局：槍擊後才驚覺有槍手,國際新聞,2024-07-30T22:23:00Z,美國特勤局代理局長羅威今天表示，在賓州造勢活動當天，前總統川普的維安人員和狙擊小組不知道有槍手躲在附近建築物的屋頂上，直到川普遭槍擊後才驚覺大事不妙。,https://www.ettoday.net/news/20240731/2787865.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/07/2024 12:17:13
news_cb7dc20fe82c853785ff943314633b41,最新民調曝！賀錦麗10天鞏固地位　支持度、好感度雙殺川普,國際新聞,2024-07-31T10:01:00Z,美國總統拜登放棄競選連任，轉而支持副總統賀錦麗參選，力抗共和黨前總統川普。路透／易普索（Reuters／Ipsos）最新民調顯示，賀錦麗支持度達到43%，領先川普1%，在10天內縮小拜登退選前最後幾周的差距。,https://www.ettoday.net/news/20240731/2788005.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/07/2024 12:17:13
news_5acb7e5ef9282834260b4b8a332c416f,川普拒絕賀錦麗二度辯論邀約 稱「為時已晚」,國際焦點,2024-09-21T20:32:58Z,（中央社華盛頓21日綜合外電報導）美國共和黨總統候選人川普今天以部分州份已展開提前投票為由，拒絕民主黨對手賀錦麗的第2場辯論邀約。他還說，再度辯論已經「太遲了」。,https://www.cna.com.tw/news/aopl/202409220010.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/29/2024 12:21:41
news_560b4e9454a9199766b21d5b8ca44bdc,馬斯克為挺川普抽獎送錢惹議 費城檢方提告阻止,國際焦點,2024-10-29T02:39:08Z,（中央社華盛頓28日綜合外電報導）美國費城檢察長今天控告億萬富豪馬斯克（Elon Musk）和他為支持共和黨總統候選人川普所成立的政治行動委員會，以阻止馬斯克在搖擺州贈送100萬美元給已登記選民的活動。,https://www.cna.com.tw/news/aopl/202410290056.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_a8d3747ddd31c7b3e920c834bd5dfeeb,美大選華郵拒選邊挨轟 老闆貝佐斯發聲辯護,國際焦點,2024-10-29T03:31:28Z,（中央社華盛頓28日綜合外電報導）美國自由派媒體「華盛頓郵報」老闆貝佐斯今天為報社決定不支持任何美國總統候選人的立場辯護。據報導華郵此舉不僅引發內部反彈，更導致超過20萬人取消數位訂閱。,https://www.cna.com.tw/news/aopl/202410290094.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_5c5f6d74c24d89dfee4c5809a0b52715,美大選倒數催票 民主黨基層挨家挨戶複式動員,國際焦點,2024-10-29T03:32:32Z,（中央社記者石秀娟華盛頓29日專電）美國大選倒數7天，民主黨總統候選人賀錦麗的選情緊張，黨內明星輪番在大型造勢登場，基層動員志工「敲門」拜票，瞭解選民意向，回報名單，有機會爭取到的一票，會有人再登門拜訪。,https://www.cna.com.tw/news/aopl/202410290096.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_49d9c067a0e33baa4d99a1fd4574e6ff,美大選逼近 兩處投票箱遭引燃燒毀數百張選票,國際焦點,2024-10-29T03:55:53Z,（中央社波特蘭28日綜合外電報導）距離美國大選投票日只剩8天，俄勒岡州波特蘭市和華盛頓州溫哥華市今天各有一個投票箱因點火裝置而起火燃燒，毀了數百張選票；一名官員說，這是「對民主的直接攻擊」。,https://www.cna.com.tw/news/aopl/202410290106.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_d0006cca183c8833b17ed397f8cfa78e,遭控法西斯主義者 川普堅稱自己不是納粹,國際焦點,2024-10-29T04:59:59Z,（中央社亞特蘭大28日綜合外電報導）美國總統大選競選活動進入最後一週，共和黨候選人川普今天反駁威權主義指控，在造勢會上告訴支持者，他「不是納粹」，也駁斥白宮前幕僚長稱他是「法西斯主義者」的說法。,https://www.cna.com.tw/news/aopl/202410290137.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_5ce5ce0727fece036488ada32a4ff40a,路透：習近平曾要求拜登直言反台獨 美方拒絕,國際焦點,2024-10-29T08:00:50Z,（中央社華盛頓/北京/台北29日綜合外電報導）兩名瞭解私下對話內容的美國官員透露，中國國家主席習近平去年曾要求美國總統拜登改變美方討論對台灣獨立立場時所用的措辭；但美方拒絕改變說法。,https://www.cna.com.tw/news/aopl/202410290247.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_61bf387e2c22937defb871af2e19d780,美日大選政局動盪 分析：恐給中國壯膽加強對台施壓,國際焦點,2024-10-29T12:01:13Z,（中央社東京29日綜合外電報導）美國的亞洲安全重要盟友日本大選結果令人震驚，加上美國下週總統大選可能面臨動盪，恐使中國等對手趁機考驗西方對東亞安全的決心。據分析，中國恐因此壯膽而加強對台灣施壓。,https://www.cna.com.tw/news/aopl/202410290399.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_cf388f7d333ef4f9c60f884b6a5a7889,美國會大廈遇襲後首次總統選舉 考驗和平移轉政權新防護措施,國際焦點,2024-10-29T13:40:15Z,（中央社華盛頓29日綜合外電報導）這次美國大選是自2021年1月6日國會大廈遇襲事件後的首次總統選舉，也將是國會為維繫和平轉移總統權力的悠久傳統所施行新系統及防護措施的壓力測試。,https://www.cna.com.tw/news/aopl/202410290426.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
news_41222c3ff5bfef79658ff59b28570acb,曾幫川普操盤入主白宮 巴農選前出獄重掌右翼媒體,國際焦點,2024-10-29T14:04:38Z,（中央社華盛頓29日綜合外電報導）曾於2016年大選擔任美國前總統川普操盤手的前白宮首席策略長巴農今天一早獲釋，於今年總統大選投票僅一週前重掌其聲勢未若以往的右翼媒體平台。,https://www.cna.com.tw/news/aopl/202410290437.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,11/05/2024 12:22:55
